"obs","Edible/Poisonous","Cap-Shape","Cap-Surface","Cap-Color","Odor"
"1328","Edible","Flat","Smooth","Gray","None"
"1329","Edible","Convex","Smooth","Gray","None"
"1330","Edible","Flat","Fibrous","Gray","None"
"1331","Edible","Convex","Fibrous","Gray","None"
"1332","Edible","Flat","Smooth","White","None"
"1333","Poisonous","Flat","Smooth","Brown","Pungent"
"1334","Edible","Flat","Fibrous","Gray","None"
"1335","Edible","Flat","Smooth","White","None"
"1336","Edible","Convex","Fibrous","Brown","None"
"1337","Edible","Convex","Smooth","Brown","None"
"1338","Edible","Convex","Fibrous","Red","None"
"1339","Edible","Convex","Scaly","Yellow","Almond"
"1340","Edible","Flat","Fibrous","White","None"
"1341","Edible","Convex","Smooth","White","None"
"1342","Edible","Flat","Fibrous","Brown","None"
"1343","Poisonous","Flat","Smooth","White","Pungent"
"1344","Edible","Flat","Fibrous","Gray","None"
"1345","Edible","Flat","Smooth","White","None"
"1346","Edible","Flat","Fibrous","White","None"
"1347","Poisonous","Flat","Scaly","Brown","Pungent"
"1348","Edible","Convex","Smooth","White","None"
"1349","Edible","Convex","Fibrous","Brown","None"
"1350","Edible","Convex","Scaly","Gray","None"
"1351","Edible","Convex","Scaly","Gray","None"
"1352","Edible","Flat","Smooth","Brown","None"
"1353","Edible","Flat","Smooth","White","None"
"1354","Edible","Flat","Smooth","Brown","None"
"1355","Edible","Convex","Smooth","Brown","None"
"1356","Edible","Flat","Fibrous","White","None"
"1357","Edible","Convex","Fibrous","Brown","None"
"1358","Edible","Flat","Fibrous","White","None"
"1359","Edible","Flat","Fibrous","Brown","None"
"1360","Edible","Flat","Smooth","White","None"
"1361","Edible","Flat","Fibrous","Brown","None"
"1362","Poisonous","Flat","Scaly","Brown","Pungent"
"1363","Edible","Flat","Fibrous","White","None"
"1364","Edible","Flat","Smooth","White","None"
"1365","Edible","Convex","Fibrous","Brown","None"
"1366","Edible","Flat","Fibrous","White","None"
"1367","Edible","Convex","Fibrous","Gray","None"
"1368","Edible","Flat","Smooth","Brown","None"
"1369","Edible","Convex","Fibrous","Gray","None"
"1370","Edible","Flat","Fibrous","White","None"
"1371","Edible","Flat","Fibrous","Brown","None"
"1372","Edible","Convex","Smooth","Brown","None"
"1373","Edible","Convex","Fibrous","White","None"
"1374","Edible","Bell","Smooth","Yellow","Anise"
"1375","Poisonous","Convex","Scaly","Brown","Pungent"
"1376","Poisonous","Flat","Smooth","Brown","Pungent"
"1377","Edible","Flat","Fibrous","White","None"
"1378","Edible","Flat","Fibrous","Brown","None"
"1379","Poisonous","Flat","Scaly","Brown","Pungent"
"1380","Edible","Flat","Fibrous","Brown","None"
"1381","Poisonous","Convex","Smooth","White","Pungent"
"1382","Edible","Flat","Smooth","Brown","None"
"1383","Poisonous","Flat","Scaly","White","Pungent"
"1384","Edible","Flat","Smooth","Brown","None"
"1385","Edible","Flat","Smooth","Gray","None"
"1386","Edible","Convex","Fibrous","Gray","None"
"1387","Edible","Flat","Fibrous","Brown","None"
"1388","Edible","Convex","Fibrous","Gray","None"
"1389","Edible","Convex","Fibrous","Brown","None"
"1390","Edible","Convex","Fibrous","Brown","None"
"1391","Edible","Convex","Fibrous","Gray","None"
"1392","Edible","Convex","Smooth","White","None"
"1393","Edible","Flat","Smooth","White","None"
"1394","Edible","Convex","Smooth","White","None"
"1395","Edible","Flat","Fibrous","Gray","None"
"1396","Edible","Convex","Fibrous","Brown","None"
"1397","Edible","Convex","Smooth","White","None"
"1398","Edible","Convex","Smooth","Brown","None"
"1399","Edible","Flat","Smooth","Gray","None"
"1400","Poisonous","Flat","Scaly","White","Pungent"
"1401","Edible","Flat","Smooth","Brown","None"
"1402","Edible","Flat","Scaly","Yellow","Almond"
"1403","Edible","Convex","Fibrous","Gray","None"
"1404","Edible","Flat","Smooth","Gray","None"
"1405","Edible","Convex","Smooth","Gray","None"
"1406","Poisonous","Flat","Scaly","White","Pungent"
"1407","Edible","Convex","Smooth","White","None"
"1408","Edible","Convex","Smooth","White","None"
"1409","Edible","Flat","Smooth","Gray","None"
"1410","Edible","Flat","Smooth","Brown","None"
"1411","Edible","Convex","Fibrous","Brown","None"
"1412","Edible","Flat","Smooth","Brown","None"
"1413","Edible","Flat","Smooth","Brown","None"
"1414","Edible","Convex","Fibrous","White","None"
"1415","Edible","Flat","Fibrous","White","None"
"1416","Edible","Flat","Fibrous","Brown","None"
"1417","Edible","Convex","Scaly","White","Anise"
"1418","Edible","Convex","Smooth","Brown","None"
"1419","Edible","Convex","Smooth","Gray","None"
"1420","Edible","Flat","Smooth","White","None"
"1421","Poisonous","Convex","Smooth","White","Pungent"
"1422","Edible","Convex","Smooth","White","None"
"1423","Edible","Convex","Fibrous","Brown","None"
"1424","Edible","Flat","Fibrous","Gray","None"
"1425","Edible","Convex","Smooth","Gray","None"
"1426","Edible","Flat","Fibrous","Brown","None"
"1427","Edible","Flat","Smooth","Brown","None"
"1428","Edible","Convex","Smooth","Gray","None"
"1429","Edible","Flat","Scaly","Brown","Anise"
"1430","Poisonous","Flat","Scaly","Brown","Pungent"
"1431","Edible","Convex","Smooth","Brown","None"
"1432","Edible","Convex","Fibrous","Brown","None"
"1433","Poisonous","Flat","Scaly","White","Pungent"
"1434","Poisonous","Convex","Smooth","White","Pungent"
"1435","Poisonous","Flat","Smooth","Brown","Pungent"
"1436","Edible","Convex","Fibrous","Brown","None"
"1437","Edible","Bell","Scaly","White","Anise"
"1438","Poisonous","Flat","Scaly","White","Pungent"
"1439","Edible","Flat","Fibrous","White","None"
"1440","Edible","Convex","Smooth","White","None"
"1441","Edible","Convex","Fibrous","Brown","None"
"1442","Edible","Convex","Smooth","Brown","None"
"1443","Edible","Flat","Fibrous","Brown","None"
"1444","Edible","Flat","Fibrous","Brown","None"
"1445","Poisonous","Flat","Scaly","Brown","Pungent"
"1446","Poisonous","Flat","Scaly","White","Pungent"
"1447","Edible","Convex","Smooth","Brown","None"
"1448","Edible","Flat","Fibrous","Gray","None"
"1449","Edible","Convex","Fibrous","Brown","None"
"1450","Edible","Flat","Smooth","Gray","None"
"1451","Edible","Flat","Fibrous","Brown","None"
"1452","Poisonous","Flat","Smooth","Brown","Pungent"
"1453","Edible","Convex","Fibrous","Brown","None"
"1454","Poisonous","Flat","Scaly","Brown","Pungent"
"1455","Edible","Convex","Smooth","Gray","None"
"1456","Edible","Flat","Fibrous","White","None"
"1457","Edible","Convex","Smooth","White","None"
"1458","Edible","Convex","Fibrous","Brown","None"
"1459","Edible","Convex","Smooth","Brown","None"
"1460","Poisonous","Flat","Smooth","White","Pungent"
"1461","Edible","Convex","Fibrous","Brown","None"
"1462","Edible","Convex","Smooth","White","None"
"1463","Edible","Flat","Smooth","White","None"
"1464","Edible","Convex","Smooth","White","Almond"
"1465","Edible","Convex","Fibrous","Brown","None"
"1466","Edible","Convex","Scaly","Gray","None"
"1467","Edible","Convex","Fibrous","Brown","None"
"1468","Edible","Convex","Smooth","Yellow","Almond"
"1469","Edible","Flat","Fibrous","Gray","None"
"1470","Edible","Convex","Smooth","Brown","None"
"1471","Edible","Convex","Scaly","Red","None"
"1472","Edible","Flat","Smooth","Gray","None"
"1473","Poisonous","Flat","Smooth","White","Pungent"
"1474","Edible","Flat","Fibrous","White","None"
"1475","Edible","Convex","Fibrous","Gray","None"
"1476","Edible","Flat","Fibrous","Brown","None"
"1477","Edible","Flat","Smooth","Brown","None"
"1478","Edible","Convex","Fibrous","White","None"
"1479","Poisonous","Flat","Scaly","White","Pungent"
"1480","Edible","Convex","Fibrous","White","None"
"1481","Edible","Flat","Smooth","Brown","None"
"1482","Edible","Convex","Smooth","Brown","None"
"1483","Edible","Convex","Fibrous","Gray","None"
"1484","Edible","Convex","Smooth","Brown","None"
"1485","Edible","Flat","Scaly","Yellow","Anise"
"1486","Poisonous","Convex","Scaly","Brown","Pungent"
"1487","Edible","Convex","Fibrous","White","None"
"1488","Edible","Flat","Smooth","White","None"
"1489","Edible","Convex","Smooth","Brown","None"
"1490","Poisonous","Flat","Scaly","Brown","Pungent"
"1491","Edible","Flat","Fibrous","Gray","None"
"1492","Poisonous","Flat","Smooth","White","Pungent"
"1493","Edible","Flat","Smooth","Brown","None"
"1494","Edible","Convex","Smooth","Gray","None"
"1495","Edible","Convex","Fibrous","Gray","None"
"1496","Edible","Flat","Fibrous","Brown","None"
"1497","Edible","Flat","Smooth","Gray","None"
"1498","Edible","Convex","Smooth","White","None"
"1499","Edible","Convex","Fibrous","Brown","None"
"1500","Edible","Convex","Fibrous","Gray","None"
"1501","Edible","Flat","Fibrous","Brown","None"
"1502","Edible","Bell","Scaly","Yellow","Almond"
"1503","Edible","Flat","Fibrous","Gray","None"
"1504","Edible","Convex","Fibrous","Gray","None"
"1505","Edible","Flat","Fibrous","White","None"
"1506","Edible","Convex","Fibrous","Brown","None"
"1507","Poisonous","Flat","Smooth","Brown","Pungent"
"1508","Edible","Convex","Fibrous","Brown","None"
"1509","Edible","Convex","Fibrous","Brown","None"
"1510","Edible","Convex","Fibrous","Brown","None"
"1511","Edible","Convex","Fibrous","White","None"
"1512","Edible","Flat","Smooth","Gray","None"
"1513","Edible","Flat","Smooth","Brown","None"
"1514","Edible","Convex","Scaly","Yellow","Almond"
"1515","Edible","Convex","Fibrous","White","Almond"
"1516","Edible","Flat","Fibrous","Gray","None"
"1517","Edible","Flat","Fibrous","Brown","None"
"1518","Edible","Flat","Fibrous","Brown","None"
"1519","Edible","Bell","Scaly","Yellow","Almond"
"1520","Edible","Convex","Fibrous","Brown","None"
"1521","Edible","Convex","Scaly","White","Anise"
"1522","Edible","Flat","Smooth","White","None"
"1523","Edible","Convex","Smooth","White","None"
"1524","Edible","Convex","Fibrous","Brown","None"
"1525","Edible","Convex","Smooth","Brown","None"
"1526","Edible","Convex","Smooth","Brown","None"
"1527","Edible","Convex","Scaly","Brown","None"
"1528","Edible","Flat","Smooth","Gray","None"
"1529","Edible","Convex","Scaly","Yellow","Almond"
"1530","Edible","Convex","Smooth","White","None"
"1531","Poisonous","Flat","Scaly","White","Pungent"
"1532","Edible","Flat","Smooth","White","None"
"1533","Poisonous","Flat","Smooth","White","Pungent"
"1534","Edible","Flat","Smooth","Gray","None"
"1535","Edible","Flat","Fibrous","Gray","None"
"1536","Poisonous","Convex","Smooth","White","Pungent"
"1537","Edible","Convex","Smooth","Gray","None"
"1538","Poisonous","Convex","Smooth","White","Pungent"
"1539","Edible","Convex","Smooth","Gray","None"
"1540","Edible","Flat","Smooth","White","None"
"1541","Poisonous","Flat","Scaly","White","Pungent"
"1542","Edible","Convex","Fibrous","White","None"
"1543","Edible","Convex","Smooth","Brown","None"
"1544","Edible","Convex","Fibrous","White","None"
"1545","Edible","Convex","Fibrous","White","None"
"1546","Edible","Convex","Scaly","Red","None"
"1547","Poisonous","Flat","Smooth","Brown","Pungent"
"1548","Edible","Flat","Fibrous","Gray","None"
"1549","Edible","Convex","Scaly","Yellow","Almond"
"1550","Edible","Convex","Fibrous","Brown","None"
"1551","Edible","Flat","Fibrous","Brown","None"
"1552","Edible","Bell","Smooth","White","Anise"
"1553","Edible","Flat","Smooth","Gray","None"
"1554","Edible","Flat","Fibrous","White","None"
"1555","Edible","Flat","Fibrous","Brown","None"
"1556","Poisonous","Flat","Smooth","Brown","Pungent"
"1557","Edible","Convex","Smooth","Brown","None"
"1558","Edible","Bell","Scaly","Yellow","Almond"
"1559","Edible","Flat","Smooth","Gray","None"
"1560","Edible","Flat","Smooth","Brown","None"
"1561","Edible","Convex","Fibrous","Gray","None"
"1562","Edible","Flat","Smooth","Gray","None"
"1563","Edible","Convex","Fibrous","Brown","None"
"1564","Edible","Convex","Fibrous","Brown","None"
"1565","Edible","Bell","Scaly","White","Anise"
"1566","Edible","Convex","Fibrous","Gray","None"
"1567","Poisonous","Flat","Scaly","Brown","Pungent"
"1568","Edible","Convex","Smooth","White","None"
"1569","Poisonous","Flat","Smooth","Brown","Pungent"
"1570","Edible","Flat","Smooth","Brown","None"
"1571","Edible","Flat","Fibrous","Brown","None"
"1572","Edible","Convex","Fibrous","White","None"
"1573","Edible","Convex","Fibrous","Brown","None"
"1574","Edible","Flat","Smooth","Brown","None"
"1575","Edible","Convex","Smooth","Yellow","Anise"
"1576","Edible","Flat","Smooth","White","None"
"1577","Edible","Convex","Smooth","White","None"
"1578","Poisonous","Convex","Scaly","Brown","Pungent"
"1579","Edible","Flat","Fibrous","Gray","None"
"1580","Poisonous","Flat","Scaly","Brown","Pungent"
"1581","Edible","Flat","Fibrous","White","None"
"1582","Edible","Convex","Fibrous","Brown","None"
"1583","Edible","Convex","Fibrous","Gray","None"
"1584","Poisonous","Flat","Smooth","Brown","Pungent"
"1585","Edible","Flat","Smooth","Gray","None"
"1586","Poisonous","Convex","Smooth","White","Pungent"
"1587","Edible","Convex","Fibrous","Brown","None"
"1588","Edible","Convex","Fibrous","Brown","None"
"1589","Edible","Convex","Scaly","Yellow","Almond"
"1590","Edible","Flat","Fibrous","White","None"
"1591","Edible","Flat","Smooth","White","None"
"1592","Edible","Convex","Fibrous","Gray","None"
"1593","Edible","Flat","Fibrous","Gray","None"
"1594","Edible","Flat","Fibrous","White","None"
"1595","Edible","Convex","Fibrous","Gray","None"
"1596","Edible","Flat","Fibrous","Gray","None"
"1597","Edible","Convex","Fibrous","Gray","None"
"1598","Edible","Convex","Smooth","Gray","None"
"1599","Edible","Flat","Smooth","Gray","None"
"1600","Edible","Convex","Scaly","Brown","Anise"
"1601","Edible","Convex","Scaly","Gray","None"
"1602","Edible","Flat","Smooth","Gray","None"
"1603","Edible","Flat","Fibrous","White","None"
"1604","Edible","Flat","Smooth","Brown","None"
"1605","Edible","Flat","Fibrous","White","None"
"1606","Edible","Flat","Fibrous","Brown","None"
"1607","Edible","Flat","Smooth","Gray","None"
"1608","Edible","Convex","Smooth","Brown","None"
"1609","Edible","Convex","Fibrous","Brown","None"
"1610","Edible","Convex","Smooth","Brown","None"
"1611","Edible","Convex","Fibrous","Brown","None"
"1612","Edible","Flat","Smooth","White","None"
"1613","Edible","Convex","Fibrous","Brown","None"
"1614","Poisonous","Flat","Smooth","White","Pungent"
"1615","Poisonous","Flat","Smooth","Brown","Pungent"
"1616","Edible","Convex","Fibrous","Brown","None"
"1617","Edible","Convex","Smooth","White","None"
"1618","Edible","Flat","Fibrous","Gray","None"
"1619","Edible","Convex","Smooth","Brown","None"
"1620","Edible","Convex","Fibrous","Brown","None"
"1621","Edible","Convex","Smooth","Gray","None"
"1622","Edible","Flat","Fibrous","Gray","None"
"1623","Edible","Flat","Smooth","Brown","None"
"1624","Edible","Flat","Smooth","Gray","None"
"1625","Edible","Convex","Fibrous","Red","None"
"1626","Poisonous","Flat","Scaly","White","Pungent"
"1627","Edible","Convex","Fibrous","Brown","None"
"1628","Edible","Convex","Fibrous","Brown","None"
"1629","Poisonous","Flat","Smooth","Brown","Pungent"
"1630","Poisonous","Flat","Smooth","White","Pungent"
"1631","Poisonous","Flat","Smooth","White","Pungent"
"1632","Edible","Flat","Fibrous","White","None"
"1633","Edible","Flat","Smooth","Brown","None"
"1634","Edible","Flat","Fibrous","Brown","None"
"1635","Edible","Convex","Smooth","Brown","None"
"1636","Edible","Flat","Smooth","Brown","None"
"1637","Poisonous","Flat","Smooth","White","Pungent"
"1638","Poisonous","Flat","Smooth","White","Pungent"
"1639","Edible","Flat","Smooth","Gray","None"
"1640","Edible","Convex","Smooth","Brown","None"
"1641","Edible","Convex","Smooth","Brown","None"
"1642","Edible","Convex","Fibrous","Brown","None"
"1643","Edible","Convex","Fibrous","Brown","None"
"1644","Edible","Flat","Fibrous","White","None"
"1645","Edible","Flat","Fibrous","White","None"
"1646","Edible","Convex","Fibrous","White","None"
"1647","Edible","Convex","Smooth","Yellow","Anise"
"1648","Edible","Flat","Smooth","Gray","None"
"1649","Edible","Convex","Smooth","White","None"
"1650","Edible","Convex","Fibrous","Brown","None"
"1651","Edible","Convex","Fibrous","Brown","None"
"1652","Edible","Convex","Smooth","White","None"
"1653","Edible","Convex","Smooth","Brown","None"
"1654","Edible","Convex","Smooth","Gray","None"
"1655","Edible","Convex","Smooth","Gray","None"
"1656","Edible","Flat","Smooth","White","None"
"1657","Edible","Convex","Smooth","Brown","None"
"1658","Edible","Flat","Fibrous","Gray","None"
"1659","Edible","Flat","Fibrous","White","None"
"1660","Edible","Convex","Fibrous","White","None"
"1661","Edible","Flat","Fibrous","Gray","None"
"1662","Edible","Convex","Fibrous","Gray","None"
"1663","Edible","Convex","Scaly","Yellow","Almond"
"1664","Edible","Convex","Smooth","Yellow","Anise"
"1665","Edible","Convex","Smooth","White","None"
"1666","Poisonous","Convex","Scaly","Brown","Pungent"
"1667","Edible","Convex","Fibrous","White","None"
"1668","Poisonous","Convex","Smooth","White","Pungent"
"1669","Edible","Convex","Scaly","Gray","None"
"1670","Poisonous","Flat","Smooth","White","Pungent"
"1671","Edible","Convex","Scaly","Yellow","Anise"
"1672","Edible","Convex","Scaly","White","Anise"
"1673","Edible","Flat","Scaly","Brown","Anise"
"1674","Edible","Convex","Smooth","White","None"
"1675","Edible","Flat","Smooth","Brown","None"
"1676","Edible","Convex","Smooth","Gray","None"
"1677","Edible","Convex","Smooth","White","None"
"1678","Edible","Flat","Smooth","Brown","None"
"1679","Edible","Flat","Smooth","Brown","None"
"1680","Edible","Convex","Smooth","Gray","None"
"1681","Edible","Bell","Smooth","White","Anise"
"1682","Edible","Convex","Smooth","Gray","None"
"1683","Edible","Convex","Smooth","Yellow","Anise"
"1684","Poisonous","Flat","Scaly","White","Pungent"
"1685","Edible","Flat","Smooth","White","None"
"1686","Edible","Flat","Smooth","Brown","None"
"1687","Edible","Flat","Smooth","Gray","None"
"1688","Edible","Flat","Fibrous","Gray","None"
"1689","Edible","Convex","Scaly","Brown","None"
"1690","Edible","Convex","Fibrous","Brown","None"
"1691","Edible","Convex","Scaly","Yellow","Almond"
"1692","Edible","Convex","Fibrous","Gray","None"
"1693","Edible","Flat","Fibrous","Gray","None"
"1694","Edible","Flat","Smooth","Brown","None"
"1695","Edible","Flat","Smooth","White","None"
"1696","Edible","Convex","Fibrous","Gray","None"
"1697","Edible","Flat","Smooth","White","None"
"1698","Edible","Flat","Fibrous","Gray","None"
"1699","Edible","Convex","Fibrous","Gray","None"
"1700","Edible","Convex","Smooth","Brown","None"
"1701","Edible","Convex","Fibrous","Brown","None"
"1702","Edible","Flat","Smooth","White","None"
"1703","Edible","Flat","Fibrous","Brown","None"
"1704","Poisonous","Flat","Scaly","Brown","Pungent"
"1705","Edible","Convex","Fibrous","Brown","None"
"1706","Edible","Convex","Fibrous","Brown","None"
"1707","Edible","Flat","Fibrous","White","None"
"1708","Poisonous","Flat","Scaly","Brown","Pungent"
"1709","Edible","Flat","Fibrous","Gray","None"
"1710","Edible","Convex","Fibrous","Gray","None"
"1711","Edible","Convex","Fibrous","White","None"
"1712","Edible","Convex","Fibrous","Gray","None"
"1713","Edible","Convex","Fibrous","Brown","None"
"1714","Edible","Convex","Smooth","Gray","None"
"1715","Edible","Flat","Fibrous","White","None"
"1716","Edible","Convex","Fibrous","Gray","None"
"1717","Edible","Convex","Scaly","White","Anise"
"1718","Edible","Convex","Scaly","White","Anise"
"1719","Edible","Flat","Smooth","Gray","None"
"1720","Edible","Flat","Smooth","White","None"
"1721","Edible","Flat","Smooth","Brown","None"
"1722","Edible","Flat","Smooth","White","None"
"1723","Edible","Convex","Fibrous","Brown","None"
"1724","Edible","Convex","Smooth","Brown","None"
"1725","Edible","Bell","Scaly","Yellow","Almond"
"1726","Poisonous","Flat","Scaly","White","Pungent"
"1727","Edible","Convex","Smooth","Brown","None"
"1728","Edible","Flat","Smooth","Brown","None"
"1729","Edible","Convex","Scaly","Brown","Almond"
"1730","Edible","Convex","Smooth","Gray","None"
"1731","Edible","Flat","Smooth","White","None"
"1732","Poisonous","Convex","Smooth","Brown","Pungent"
"1733","Edible","Flat","Smooth","Gray","None"
"1734","Edible","Convex","Fibrous","White","None"
"1735","Poisonous","Flat","Smooth","Brown","Pungent"
"1736","Edible","Convex","Fibrous","Brown","None"
"1737","Edible","Convex","Smooth","Brown","None"
"1738","Edible","Convex","Fibrous","Brown","None"
"1739","Edible","Flat","Smooth","White","None"
"1740","Poisonous","Flat","Smooth","White","Pungent"
"1741","Edible","Convex","Fibrous","White","None"
"1742","Edible","Flat","Fibrous","Brown","None"
"1743","Edible","Flat","Smooth","Gray","None"
"1744","Edible","Convex","Fibrous","White","None"
"1745","Edible","Flat","Scaly","Brown","Anise"
"1746","Poisonous","Flat","Smooth","White","Pungent"
"1747","Edible","Convex","Fibrous","White","None"
"1748","Edible","Flat","Fibrous","Brown","None"
"1749","Poisonous","Flat","Scaly","Brown","Pungent"
"1750","Edible","Flat","Smooth","White","None"
"1751","Edible","Convex","Fibrous","Gray","None"
"1752","Edible","Flat","Scaly","Yellow","Almond"
"1753","Edible","Convex","Fibrous","White","None"
"1754","Edible","Convex","Fibrous","White","None"
"1755","Poisonous","Flat","Scaly","Brown","Pungent"
"1756","Edible","Flat","Fibrous","Brown","None"
"1757","Edible","Flat","Fibrous","Gray","None"
"1758","Edible","Convex","Fibrous","Brown","None"
"1759","Edible","Convex","Fibrous","Brown","None"
"1760","Edible","Convex","Smooth","Gray","None"
"1761","Edible","Convex","Smooth","Gray","None"
"1762","Edible","Convex","Fibrous","White","None"
"1763","Edible","Flat","Fibrous","Gray","None"
"1764","Edible","Convex","Fibrous","Brown","None"
"1765","Edible","Convex","Smooth","White","None"
"1766","Poisonous","Convex","Smooth","White","Pungent"
"1767","Edible","Flat","Smooth","Gray","None"
"1768","Edible","Convex","Smooth","Brown","None"
"1769","Edible","Convex","Fibrous","Brown","None"
"1770","Edible","Convex","Scaly","Yellow","Almond"
"1771","Edible","Convex","Smooth","Gray","None"
"1772","Edible","Convex","Fibrous","Brown","None"
"1773","Edible","Convex","Fibrous","White","None"
"1774","Edible","Convex","Scaly","Yellow","Almond"
"1775","Edible","Convex","Fibrous","Brown","None"
"1776","Edible","Convex","Fibrous","White","None"
"1777","Edible","Convex","Fibrous","White","None"
"1778","Poisonous","Flat","Smooth","Brown","Pungent"
"1779","Poisonous","Flat","Smooth","White","Pungent"
"1780","Edible","Convex","Smooth","Brown","None"
"1781","Edible","Convex","Fibrous","Gray","None"
"1782","Edible","Flat","Smooth","Brown","None"
"1783","Edible","Convex","Smooth","White","None"
"1784","Poisonous","Flat","Smooth","White","Pungent"
"1785","Edible","Bell","Smooth","Yellow","Almond"
"1786","Edible","Convex","Fibrous","Brown","None"
"1787","Poisonous","Flat","Scaly","Brown","Pungent"
"1788","Edible","Convex","Smooth","Gray","None"
"1789","Edible","Convex","Smooth","Gray","None"
"1790","Edible","Convex","Smooth","White","None"
"1791","Poisonous","Flat","Smooth","White","Pungent"
"1792","Edible","Flat","Smooth","White","None"
"1793","Edible","Convex","Fibrous","Brown","None"
"1794","Edible","Flat","Fibrous","Brown","None"
"1795","Edible","Convex","Fibrous","Brown","None"
"1796","Poisonous","Flat","Scaly","Brown","Pungent"
"1797","Edible","Convex","Fibrous","White","None"
"1798","Edible","Flat","Smooth","White","None"
"1799","Poisonous","Flat","Scaly","White","Pungent"
"1800","Edible","Flat","Smooth","Gray","None"
"1801","Edible","Flat","Scaly","Brown","None"
"1802","Edible","Convex","Fibrous","Gray","None"
"1803","Edible","Convex","Fibrous","Gray","None"
"1804","Edible","Convex","Scaly","Brown","None"
"1805","Edible","Flat","Fibrous","Brown","None"
"1806","Edible","Flat","Scaly","Red","None"
"1807","Edible","Flat","Smooth","Gray","None"
"1808","Edible","Convex","Fibrous","Gray","None"
"1809","Edible","Convex","Scaly","Gray","None"
"1810","Edible","Convex","Fibrous","Gray","None"
"1811","Poisonous","Flat","Smooth","Brown","Pungent"
"1812","Edible","Flat","Fibrous","Brown","None"
"1813","Poisonous","Convex","Smooth","Brown","Pungent"
"1814","Edible","Convex","Smooth","White","Almond"
"1815","Edible","Convex","Smooth","White","None"
"1816","Edible","Convex","Scaly","Yellow","Almond"
"1817","Poisonous","Convex","Fibrous","Gray","Foul"
"1818","Edible","Flat","Smooth","Brown","None"
"1819","Edible","Flat","Smooth","White","None"
"1820","Edible","Convex","Fibrous","Brown","None"
"1821","Edible","Flat","Smooth","Brown","None"
"1822","Edible","Convex","Fibrous","Brown","None"
"1823","Poisonous","Convex","Smooth","White","Pungent"
"1824","Edible","Flat","Fibrous","Brown","None"
"1825","Edible","Convex","Scaly","White","Anise"
"1826","Edible","Flat","Fibrous","Gray","None"
"1827","Edible","Convex","Scaly","Red","None"
"1828","Edible","Flat","Fibrous","White","None"
"1829","Edible","Convex","Smooth","Gray","None"
"1830","Edible","Convex","Scaly","Brown","None"
"1831","Edible","Convex","Scaly","Gray","None"
"1832","Edible","Convex","Fibrous","Gray","None"
"1833","Edible","Flat","Smooth","White","None"
"1834","Edible","Convex","Fibrous","Gray","None"
"1835","Edible","Convex","Fibrous","Brown","None"
"1836","Edible","Convex","Fibrous","Red","None"
"1837","Edible","Convex","Scaly","Brown","None"
"1838","Edible","Flat","Fibrous","White","None"
"1839","Edible","Convex","Scaly","Brown","None"
"1840","Edible","Convex","Smooth","Gray","None"
"1841","Edible","Convex","Fibrous","Gray","None"
"1842","Edible","Flat","Fibrous","White","None"
"1843","Edible","Convex","Scaly","Gray","None"
"1844","Poisonous","Flat","Scaly","Brown","Pungent"
"1845","Edible","Convex","Scaly","Red","None"
"1846","Edible","Flat","Fibrous","White","None"
"1847","Edible","Flat","Smooth","Gray","None"
"1848","Edible","Convex","Scaly","Gray","None"
"1849","Edible","Flat","Fibrous","Gray","None"
"1850","Edible","Convex","Fibrous","Brown","None"
"1851","Edible","Flat","Fibrous","Red","None"
"1852","Edible","Convex","Smooth","White","None"
"1853","Edible","Convex","Fibrous","Red","None"
"1854","Edible","Convex","Fibrous","Brown","None"
"1855","Edible","Convex","Fibrous","Gray","None"
"1856","Edible","Convex","Fibrous","Brown","None"
"1857","Edible","Convex","Fibrous","Yellow","Almond"
"1858","Edible","Convex","Fibrous","Red","None"
"1859","Poisonous","Flat","Smooth","White","Pungent"
"1860","Edible","Convex","Smooth","White","None"
"1861","Edible","Convex","Fibrous","Red","None"
"1862","Edible","Convex","Scaly","Brown","None"
"1863","Edible","Convex","Fibrous","White","None"
"1864","Edible","Convex","Fibrous","Gray","None"
"1865","Edible","Convex","Smooth","Gray","None"
"1866","Edible","Convex","Scaly","Red","None"
"1867","Edible","Convex","Scaly","Brown","None"
"1868","Edible","Convex","Smooth","White","None"
"1869","Edible","Convex","Smooth","Brown","None"
"1870","Edible","Convex","Smooth","White","None"
"1871","Edible","Convex","Smooth","Brown","None"
"1872","Edible","Flat","Fibrous","Red","None"
"1873","Edible","Flat","Fibrous","White","None"
"1874","Edible","Flat","Fibrous","Gray","None"
"1875","Edible","Convex","Scaly","Red","None"
"1876","Edible","Convex","Fibrous","Red","None"
"1877","Edible","Convex","Scaly","Gray","None"
"1878","Edible","Convex","Fibrous","Red","None"
"1879","Edible","Flat","Smooth","Brown","None"
"1880","Edible","Convex","Smooth","White","None"
"1881","Edible","Convex","Smooth","White","None"
"1882","Edible","Convex","Fibrous","White","None"
"1883","Edible","Convex","Fibrous","Red","None"
"1884","Edible","Convex","Fibrous","Brown","None"
"1885","Edible","Flat","Fibrous","Brown","None"
"1886","Edible","Flat","Fibrous","White","Anise"
"1887","Edible","Flat","Fibrous","White","None"
"1888","Poisonous","Flat","Scaly","White","Pungent"
"1889","Edible","Flat","Fibrous","Gray","None"
"1890","Edible","Convex","Fibrous","Brown","None"
"1891","Edible","Convex","Smooth","White","None"
"1892","Edible","Convex","Fibrous","White","None"
"1893","Edible","Convex","Smooth","Brown","None"
